!SIL	SIL
<SPOKEN_NOISE>	SPN
ㅁㅣᴥㄹㅕㄴᴥㅈㅐㅇᴥㅇㅣᴥㅎㅏㄴᴥㅌㅔᴥ	f6 m20 f5 m6 e3 f12 m1 e20 f11 m20 f18 m0 e3 f16 m5
ㅁㅣᴥㄹㅗᴥ	f6 m20 f5 m8
ㅁㅣᴥㄹㅗᴥㅅㅣᴥㅈㅏㅇᴥ	f6 m20 f5 m8 f9 m20 f12 m0 e20
ㅁㅣᴥㄹㅛㅇᴥ	f6 m20 f5 m12 e20
ㅁㅣᴥㄹㅛㅇᴥㄷㅗㅇᴥ	f6 m20 f5 m12 e20 f3 m8 e20
ㅁㅣᴥㄹㅛㅇᴥㅇㅏᴥㅍㅏᴥㅌㅡᴥ	f6 m20 f5 m12 e20 f11 m0 f17 m0 f16 m18
ㅁㅣᴥㄹㅜᴥ	f6 m20 f5 m13
ㅁㅣᴥㄹㅜᴥㄲㅜᴥ	f6 m20 f5 m13 f1 m13
ㅁㅣᴥㄹㅡᴥ	f6 m20 f5 m18
ㅁㅣᴥㄹㅡᴥㄴㅔᴥ	f6 m20 f5 m18 f2 m5
ㅁㅣᴥㄹㅡᴥㅁㅏᴥㅇㅡㄹᴥ	f6 m20 f5 m18 f6 m0 f11 m18 e7
ㅁㅣᴥㄹㅡᴥㅇㅏㄴᴥ	f6 m20 f5 m18 f11 m0 e3
ㅁㅣᴥㄹㅡᴥㅇㅔᴥㄱㅔᴥ	f6 m20 f5 m18 f11 m5 f0 m5
ㅁㅣᴥㄹㅡᴥㅇㅞㄹᴥ	f6 m20 f5 m18 f11 m15 e7
ㅁㅣᴥㄹㅡᴥㅊㅣᴥㄱㅘᴥ	f6 m20 f5 m18 f14 m20 f0 m9
ㅁㅣᴥㄹㅡᴥㅍㅣᴥㅇㅏᴥ	f6 m20 f5 m18 f17 m20 f11 m0
ㅁㅣᴥㄹㅡᴥㅍㅣㄹᴥ	f6 m20 f5 m18 f17 m20 e7
ㅁㅣᴥㄹㅡㄱᴥㄹㅣᴥ	f6 m20 f5 m18 e0 f5 m20
ㅁㅣᴥㄹㅡㄱᴥㅅㅏᴥㅈㅣᴥ	f6 m20 f5 m18 e0 f9 m0 f12 m20
ㅁㅣᴥㄹㅡㄱᴥㅅㅏㄴᴥ	f6 m20 f5 m18 e0 f9 m0 e3
ㅁㅣᴥㄹㅡㄱᴥㅇㅏㅁᴥ	f6 m20 f5 m18 e0 f11 m0 e15
ㅁㅣᴥㄹㅣᴥㄴㅐᴥ	f6 m20 f5 m20 f2 m1
ㅁㅣᴥㄹㅣᴥㄴㅐᴥㅁㅏᴥㅇㅡㄹᴥ	f6 m20 f5 m20 f2 m1 f6 m0 f11 m18 e7
ㅁㅣᴥㄹㅣㅁᴥ	f6 m20 f5 m20 e15
ㅁㅣᴥㄹㅣㅁᴥㅇㅏᴥㅍㅏᴥㅌㅡᴥ	f6 m20 f5 m20 e15 f11 m0 f17 m0 f16 m18
ㅁㅣᴥㄹㅣㅁᴥㅇㅕᴥㄱㅗᴥ	f6 m20 f5 m20 e15 f11 m6 f0 m8
ㅁㅣᴥㄹㅣㅁᴥㅇㅕㄱᴥ	f6 m20 f5 m20 e15 f11 m6 e0
ㅁㅣᴥㅁㅣᴥ	f6 m20 f6 m20
ㅁㅣᴥㅁㅣᴥㅅㅠᴥ	f6 m20 f6 m20 f9 m17
ㅁㅣᴥㅁㅣᴥㅇㅔᴥㄱㅔᴥ	f6 m20 f6 m20 f11 m5 f0 m5
ㅁㅣᴥㅁㅣᴥㅇㅝㄴᴥ	f6 m20 f6 m20 f11 m14 e3
ㅁㅣᴥㅃㅡᴥㄷㅗㅇᴥ	f6 m20 f8 m18 f3 m8 e20
ㅁㅣᴥㅃㅡㄴᴥ	f6 m20 f8 m18 e3
ㅁㅣᴥㅅㅏᴥ	f6 m20 f9 m0
ㅁㅣᴥㅅㅏᴥ1ㄷㅗㅇᴥ	f6 m20 f9 m0 n1 f3 m8 e20
ㅁㅣᴥㅅㅏᴥㄱㅏㅇᴥㅂㅕㄴᴥ	f6 m20 f9 m0 f0 m0 e20 f7 m6 e3
ㅁㅣᴥㅅㅏᴥㄱㅏㅇᴥㅂㅕㄴᴥㄴㅏㅁᴥㄹㅗᴥ	f6 m20 f9 m0 f0 m0 e20 f7 m6 e3 f2 m0 e15 f5 m8
ㅁㅣᴥㅅㅏᴥㄱㅏㅇᴥㅂㅕㄴᴥㄷㅐᴥㄹㅗᴥ	f6 m20 f9 m0 f0 m0 e20 f7 m6 e3 f3 m1 f5 m8
ㅁㅣᴥㅅㅏᴥㄱㅏㅇᴥㅂㅕㄴᴥㄷㅗᴥㅅㅣᴥ	f6 m20 f9 m0 f0 m0 e20 f7 m6 e3 f3 m8 f9 m20
ㅁㅣᴥㅅㅏᴥㄱㅏㅇᴥㅂㅕㄴᴥㄷㅗㅇᴥㄹㅗᴥ	f6 m20 f9 m0 f0 m0 e20 f7 m6 e3 f3 m8 e20 f5 m8
ㅁㅣᴥㅅㅏᴥㄱㅏㅇᴥㅂㅕㄴᴥㄷㅗㅇᴥㄹㅗᴥ81	f6 m20 f9 m0 f0 m0 e20 f7 m6 e3 f3 m8 e20 f5 m8 n8 n1
ㅁㅣᴥㅅㅏᴥㄱㅏㅇᴥㅂㅕㄴᴥㄹㅗᴥ	f6 m20 f9 m0 f0 m0 e20 f7 m6 e3 f5 m8
ㅁㅣᴥㅅㅏᴥㄱㅏㅇᴥㅂㅕㄴᴥㅂㅜㄱᴥㄹㅗᴥ	f6 m20 f9 m0 f0 m0 e20 f7 m6 e3 f7 m13 e0 f5 m8
ㅁㅣᴥㅅㅏᴥㄱㅏㅇᴥㅂㅕㄴᴥㅅㅓᴥㄹㅗᴥ	f6 m20 f9 m0 f0 m0 e20 f7 m6 e3 f9 m4 f5 m8
ㅁㅣᴥㅅㅏᴥㄱㅏㅇᴥㅂㅕㄴᴥㅈㅜㅇᴥㅇㅏㅇᴥㄹㅗᴥ	f6 m20 f9 m0 f0 m0 e20 f7 m6 e3 f12 m13 e20 f11 m0 e20 f5 m8
ㅁㅣᴥㅅㅏᴥㄱㅏㅇᴥㅂㅕㄴᴥㅎㅏㄴᴥㄱㅏㅇᴥㄹㅗᴥ	f6 m20 f9 m0 f0 m0 e20 f7 m6 e3 f18 m0 e3 f0 m0 e20 f5 m8
ㅁㅣᴥㅅㅏᴥㄱㅗㄹᴥ	f6 m20 f9 m0 f0 m8 e7
ㅁㅣᴥㅅㅏᴥㄷㅐᴥㄹㅗᴥ	f6 m20 f9 m0 f3 m1 f5 m8
ㅁㅣᴥㅅㅏᴥㄷㅗㅇᴥㅇㅔᴥ	f6 m20 f9 m0 f3 m8 e20 f11 m5
ㅁㅣᴥㅅㅏᴥㄷㅗㅇᴥㅇㅝㄴᴥㅈㅓㅁᴥ	f6 m20 f9 m0 f3 m8 e20 f11 m14 e3 f12 m4 e15
ㅁㅣᴥㅅㅏᴥㄹㅏㅇᴥㅇㅔᴥㄱㅔᴥ	f6 m20 f9 m0 f5 m0 e20 f11 m5 f0 m5
ㅁㅣᴥㅅㅏᴥㄹㅣᴥ	f6 m20 f9 m0 f5 m20
ㅁㅣᴥㅅㅏᴥㄹㅣᴥㅁㅣㄹᴥㅂㅣㅊᴥㅊㅗᴥㄱㅖᴥㄱㅜㄱᴥㅅㅜᴥ	f6 m20 f9 m0 f5 m20 f6 m20 e7 f7 m20 e22 f14 m8 f0 m7 f0 m13 e0 f9 m13
ㅁㅣᴥㅅㅏᴥㅅㅣㄴᴥㄷㅗᴥㅅㅣᴥ	f6 m20 f9 m0 f9 m20 e3 f3 m8 f9 m20
ㅁㅣᴥㅅㅏᴥㅇㅗㄱᴥ	f6 m20 f9 m0 f11 m8 e0
ㅁㅣᴥㅅㅏᴥㅈㅓㅁᴥ	f6 m20 f9 m0 f12 m4 e15
ㅁㅣᴥㅅㅏᴥㅈㅜㅇᴥㅇㅏㅇᴥㅊㅗᴥㄷㅡㅇᴥㅎㅏㄱᴥㄱㅛᴥ	f6 m20 f9 m0 f12 m13 e20 f11 m0 e20 f14 m8 f3 m18 e20 f18 m0 e0 f0 m12
ㅁㅣᴥㅅㅏᴥㅈㅜㅇᴥㅎㅏㄱᴥㄱㅛᴥ	f6 m20 f9 m0 f12 m13 e20 f18 m0 e0 f0 m12
ㅁㅣᴥㅅㅏᴥㅈㅣᴥㄱㅜᴥ	f6 m20 f9 m0 f12 m20 f0 m13
ㅁㅣᴥㅅㅏᴥㅊㅗᴥㄷㅡㅇᴥㅎㅏㄱᴥㄱㅛᴥ	f6 m20 f9 m0 f14 m8 f3 m18 e20 f18 m0 e0 f0 m12
ㅁㅣᴥㅅㅏᴥㅎㅏᴥㄴㅏㅁᴥㅈㅓㅁᴥ	f6 m20 f9 m0 f18 m0 f2 m0 e15 f12 m4 e15
ㅁㅣᴥㅅㅏᴥㅎㅗᴥㅂㅏㄴᴥㅆㅓᴥㅁㅣㅅᴥ	f6 m20 f9 m0 f18 m8 f7 m0 e3 f10 m4 f6 m20 e18
ㅁㅣᴥㅅㅏᴥㅎㅘᴥㄹㅗᴥ	f6 m20 f9 m0 f18 m9 f5 m8
ㅁㅣᴥㅅㅏㄴᴥ	f6 m20 f9 m0 e3
ㅁㅣᴥㅅㅏㄴᴥㄷㅗㅇᴥ	f6 m20 f9 m0 e3 f3 m8 e20
ㅁㅣᴥㅅㅏㄴᴥㅁㅕㄴᴥ	f6 m20 f9 m0 e3 f6 m6 e3
ㅁㅣᴥㅅㅏㄴᴥㅊㅗᴥㄷㅡㅇᴥㅎㅏㄱᴥㄱㅛᴥ	f6 m20 f9 m0 e3 f14 m8 f3 m18 e20 f18 m0 e0 f0 m12
ㅁㅣᴥㅅㅏㅁᴥㅅㅏㅇᴥㅎㅚᴥ	f6 m20 f9 m0 e15 f9 m0 e20 f18 m11
ㅁㅣᴥㅅㅏㅁᴥㅎㅚᴥㄱㅘㄴᴥ	f6 m20 f9 m0 e15 f18 m11 f0 m9 e3
ㅁㅣᴥㅅㅑᴥ	f6 m20 f9 m2
ㅁㅣᴥㅅㅓㄴᴥ	f6 m20 f9 m4 e3
ㅁㅣᴥㅅㅓㄴᴥㅇㅔᴥㄱㅔᴥ	f6 m20 f9 m4 e3 f11 m5 f0 m5
ㅁㅣᴥㅅㅓㄴᴥㅇㅣᴥ	f6 m20 f9 m4 e3 f11 m20
ㅁㅣᴥㅅㅓㄴᴥㅇㅣᴥㄴㅔᴥ	f6 m20 f9 m4 e3 f11 m20 f2 m5
ㅁㅣᴥㅅㅓㄴᴥㅇㅣᴥㅇㅔᴥㄱㅔᴥ	f6 m20 f9 m4 e3 f11 m20 f11 m5 f0 m5
ㅁㅣᴥㅅㅓㅇᴥ	f6 m20 f9 m4 e20
ㅁㅣᴥㅅㅓㅇᴥㄷㅗㅇᴥ	f6 m20 f9 m4 e20 f3 m8 e20
ㅁㅣᴥㅅㅓㅇᴥㅇㅏᴥㅍㅏᴥㅌㅡᴥ	f6 m20 f9 m4 e20 f11 m0 f17 m0 f16 m18
ㅁㅣᴥㅅㅓㅇᴥㅇㅣᴥㅎㅏㄴᴥㅌㅔᴥ	f6 m20 f9 m4 e20 f11 m20 f18 m0 e3 f16 m5
ㅁㅣᴥㅅㅓㅇᴥㅊㅗᴥㄷㅡㅇᴥㅎㅏㄱᴥㄱㅛᴥ	f6 m20 f9 m4 e20 f14 m8 f3 m18 e20 f18 m0 e0 f0 m12
ㅁㅣᴥㅅㅔᴥㅁㅓㄴᴥㅈㅣᴥ	f6 m20 f9 m5 f6 m4 e3 f12 m20
ㅁㅣᴥㅅㅗᴥ	f6 m20 f9 m8
ㅁㅣᴥㅅㅗᴥㅅㅣᴥㅈㅏㅇᴥ	f6 m20 f9 m8 f9 m20 f12 m0 e20
ㅁㅣᴥㅅㅗᴥㅇㅔᴥㄱㅔᴥ	f6 m20 f9 m8 f11 m5 f0 m5
ㅁㅣᴥㅅㅗᴥㅇㅛᴥㅇㅑㅇᴥㅂㅕㅇᴥㅇㅝㄴᴥ	f6 m20 f9 m8 f11 m12 f11 m2 e20 f7 m6 e20 f11 m14 e3
ㅁㅣᴥㅅㅗᴥㅇㅝㄴᴥ	f6 m20 f9 m8 f11 m14 e3
ㅁㅣᴥㅅㅗᴥㅈㅏᴥㅇㅣㄴᴥ	f6 m20 f9 m8 f12 m0 f11 m20 e3
ㅁㅣᴥㅅㅗᴥㅈㅐᴥ	f6 m20 f9 m8 f12 m1
ㅁㅣᴥㅅㅗᴥㅈㅣᴥㄱㅣᴥㅇㅔᴥㄱㅔᴥ	f6 m20 f9 m8 f12 m20 f0 m20 f11 m5 f0 m5
ㅁㅣᴥㅅㅗᴥㅈㅣᴥㅇㅜㅁᴥ	f6 m20 f9 m8 f12 m20 f11 m13 e15
ㅁㅣᴥㅅㅗᴥㅎㅏㄴᴥㅇㅜᴥ	f6 m20 f9 m8 f18 m0 e3 f11 m13
ㅁㅣᴥㅅㅗᴥㅎㅔᴥㅇㅓᴥ	f6 m20 f9 m8 f18 m5 f11 m4
ㅁㅣᴥㅅㅗㄹᴥ	f6 m20 f9 m8 e7
ㅁㅣᴥㅅㅗㅇᴥ	f6 m20 f9 m8 e20
ㅁㅣᴥㅅㅜㄱᴥ	f6 m20 f9 m13 e0
ㅁㅣᴥㅅㅜㄱᴥㅇㅔᴥㄱㅔᴥ	f6 m20 f9 m13 e0 f11 m5 f0 m5
ㅁㅣᴥㅅㅜㄱᴥㅇㅣᴥ	f6 m20 f9 m13 e0 f11 m20
ㅁㅣᴥㅅㅜㄴᴥ	f6 m20 f9 m13 e3
ㅁㅣᴥㅅㅜㄴᴥㅇㅔᴥㄱㅔᴥ	f6 m20 f9 m13 e3 f11 m5 f0 m5
ㅁㅣᴥㅅㅜㄴᴥㅇㅣᴥㅇㅔᴥㄱㅔᴥ	f6 m20 f9 m13 e3 f11 m20 f11 m5 f0 m5
ㅁㅣᴥㅅㅜㄹᴥ	f6 m20 f9 m13 e7
ㅁㅣᴥㅅㅜㄹᴥㄱㅘㄴᴥ	f6 m20 f9 m13 e7 f0 m9 e3
ㅁㅣᴥㅅㅜㄹᴥㄹㅗᴥ	f6 m20 f9 m13 e7 f5 m8
ㅁㅣᴥㅅㅜㄹᴥㄹㅗᴥㅅㅐㅇᴥㄱㅏㄱᴥㅎㅏᴥㄱㅣᴥ	f6 m20 f9 m13 e7 f5 m8 f9 m1 e20 f0 m0 e0 f18 m0 f0 m20
ㅁㅣᴥㅅㅜㄹᴥㅎㅏㄱᴥㅇㅝㄴᴥ	f6 m20 f9 m13 e7 f18 m0 e0 f11 m14 e3
ㅁㅣᴥㅅㅡᴥ	f6 m20 f9 m18
ㅁㅣᴥㅅㅡᴥㅁㅗᴥㅇㅏᴥ	f6 m20 f9 m18 f6 m8 f11 m0
ㅁㅣᴥㅅㅡᴥㅅㅏᴥㅇㅣᴥㄱㅗㅇᴥ	f6 m20 f9 m18 f9 m0 f11 m20 f0 m8 e20
ㅁㅣᴥㅅㅡᴥㅇㅔᴥㄱㅔᴥ	f6 m20 f9 m18 f11 m5 f0 m5
ㅁㅣᴥㅅㅡᴥㅋㅗᴥㄹㅣᴥㅇㅏᴥㅇㅔᴥㄱㅔᴥ	f6 m20 f9 m18 f15 m8 f5 m20 f11 m0 f11 m5 f0 m5
ㅁㅣᴥㅅㅡᴥㅌㅓᴥ	f6 m20 f9 m18 f16 m4
ㅁㅣᴥㅅㅡᴥㅌㅓᴥㅍㅣᴥㅈㅏᴥ	f6 m20 f9 m18 f16 m4 f17 m20 f12 m0
ㅁㅣᴥㅅㅡᴥㅌㅣㄱᴥ	f6 m20 f9 m18 f16 m20 e0
ㅁㅣᴥㅅㅣᴥㄹㅏㅇᴥ	f6 m20 f9 m20 f5 m0 e20
ㅁㅣᴥㅅㅣᴥㄹㅕㅇᴥ	f6 m20 f9 m20 f5 m6 e20
ㅁㅣᴥㅅㅣᴥㄹㅕㅇᴥㅇㅣᴥㅇㅛᴥ	f6 m20 f9 m20 f5 m6 e20 f11 m20 f11 m12
ㅁㅣᴥㅅㅣᴥㄹㅕㅇᴥㅎㅠᴥㄱㅔᴥㅅㅗᴥ	f6 m20 f9 m20 f5 m6 e20 f18 m17 f0 m5 f9 m8
ㅁㅣᴥㅅㅣᴥㅇㅏㄴᴥ	f6 m20 f9 m20 f11 m0 e3
ㅁㅣᴥㅅㅣㄹᴥㄹㅏㄴᴥ	f6 m20 f9 m20 e7 f5 m0 e3
ㅁㅣᴥㅅㅣㅇᴥ	f6 m20 f9 m20 e20
ㅁㅣᴥㅆㅡᴥ	f6 m20 f10 m18
ㅁㅣᴥㅇㅏᴥ	f6 m20 f11 m0
ㅁㅣᴥㅇㅏᴥㄷㅗㅇᴥ	f6 m20 f11 m0 f3 m8 e20
ㅁㅣᴥㅇㅏᴥㄹㅗᴥ	f6 m20 f11 m0 f5 m8
ㅁㅣᴥㅇㅏᴥㄹㅣᴥ	f6 m20 f11 m0 f5 m20
ㅁㅣᴥㅇㅏᴥㅅㅏᴥㄱㅓᴥㄹㅣᴥ	f6 m20 f11 m0 f9 m0 f0 m4 f5 m20
ㅁㅣᴥㅇㅏᴥㅅㅏᴥㄱㅓᴥㄹㅣᴥㅇㅕㄱᴥ	f6 m20 f11 m0 f9 m0 f0 m4 f5 m20 f11 m6 e0
ㅁㅣᴥㅇㅏᴥㅇㅔᴥㄱㅔᴥ	f6 m20 f11 m0 f11 m5 f0 m5
ㅁㅣᴥㅇㅏᴥㅇㅕㄱᴥ	f6 m20 f11 m0 f11 m6 e0
ㅁㅣᴥㅇㅏᴥㅈㅓㅁᴥ	f6 m20 f11 m0 f12 m4 e15
ㅁㅣᴥㅇㅏᴥㅈㅓㅁᴥㅇㅡᴥㄹㅗᴥ	f6 m20 f11 m0 f12 m4 e15 f11 m18 f5 m8
ㅁㅣᴥㅇㅏㄱᴥㄴㅕᴥㅇㅔᴥㄱㅔᴥ	f6 m20 f11 m0 e0 f2 m6 f11 m5 f0 m5
ㅁㅣᴥㅇㅏㄴᴥ	f6 m20 f11 m0 e3
ㅁㅣᴥㅇㅏㄴᴥㅎㅐᴥ	f6 m20 f11 m0 e3 f18 m1
ㅁㅣᴥㅇㅏㄴᴥㅎㅐᴥㅇㅛᴥ	f6 m20 f11 m0 e3 f18 m1 f11 m12
ㅁㅣᴥㅇㅏㅁᴥㅅㅏᴥ	f6 m20 f11 m0 e15 f9 m0
ㅁㅣᴥㅇㅏㅁᴥㅇㅔᴥㄱㅔᴥ	f6 m20 f11 m0 e15 f11 m5 f0 m5
ㅁㅣᴥㅇㅐᴥ	f6 m20 f11 m1
ㅁㅣᴥㅇㅐᴥㄴㅔᴥ	f6 m20 f11 m1 f2 m5
ㅁㅣᴥㅇㅐㄴᴥㄴㅣᴥ	f6 m20 f11 m1 e3 f2 m20
ㅁㅣᴥㅇㅐㄴᴥㅁㅣᴥ	f6 m20 f11 m1 e3 f6 m20
ㅁㅣᴥㅇㅐㄴᴥㅇㅠᴥ	f6 m20 f11 m1 e3 f11 m17
ㅁㅣᴥㅇㅑㅇᴥㅁㅕㄴᴥㅅㅏᴥㅁㅜᴥㅅㅗᴥ	f6 m20 f11 m2 e20 f6 m6 e3 f9 m0 f6 m13 f9 m8
ㅁㅣᴥㅇㅔᴥㄱㅔᴥ	f6 m20 f11 m5 f0 m5
ㅁㅣᴥㅇㅔᴥㄹㅗᴥ	f6 m20 f11 m5 f5 m8
ㅁㅣᴥㅇㅕㄱᴥ	f6 m20 f11 m6 e0
ㅁㅣᴥㅇㅕㄱᴥㅈㅣㅂᴥ	f6 m20 f11 m6 e0 f12 m20 e16
ㅁㅣᴥㅇㅕㄴᴥ	f6 m20 f11 m6 e3
ㅁㅣᴥㅇㅕㄴᴥㅇㅔᴥㄱㅔᴥ	f6 m20 f11 m6 e3 f11 m5 f0 m5
ㅁㅣᴥㅇㅕㅇᴥ	f6 m20 f11 m6 e20
ㅁㅣᴥㅇㅕㅇᴥㅇㅔᴥㄱㅔᴥ	f6 m20 f11 m6 e20 f11 m5 f0 m5
ㅁㅣᴥㅇㅕㅇᴥㅇㅣᴥ	f6 m20 f11 m6 e20 f11 m20
ㅁㅣᴥㅇㅕㅇᴥㅇㅣᴥㅇㅔᴥㄱㅔᴥ	f6 m20 f11 m6 e20 f11 m20 f11 m5 f0 m5
ㅁㅣᴥㅇㅘᴥ	f6 m20 f11 m9
ㅁㅣᴥㅇㅛㅇᴥ	f6 m20 f11 m12 e20
ㅁㅣᴥㅇㅛㅇᴥㅅㅣㄹᴥ	f6 m20 f11 m12 e20 f9 m20 e7
ㅁㅣᴥㅇㅛㅇᴥㅅㅣㄹᴥㅇㅔᴥㄱㅔᴥ	f6 m20 f11 m12 e20 f9 m20 e7 f11 m5 f0 m5
ㅁㅣᴥㅇㅛㅇᴥㅆㅣᴥ	f6 m20 f11 m12 e20 f10 m20
ㅁㅣᴥㅇㅛㅇᴥㅇㅔᴥㄱㅔᴥ	f6 m20 f11 m12 e20 f11 m5 f0 m5
ㅁㅣᴥㅇㅜᴥㅁㅣᴥㅇㅜᴥ	f6 m20 f11 m13 f6 m20 f11 m13
ㅁㅣᴥㅇㅜㄴᴥ	f6 m20 f11 m13 e3
ㅁㅣᴥㅇㅝㄴᴥ	f6 m20 f11 m14 e3
ㅁㅣᴥㅇㅝㄴᴥㅁㅕㄴᴥ	f6 m20 f11 m14 e3 f6 m6 e3
ㅁㅣᴥㅇㅝㄴᴥㅂㅣㄹᴥㄷㅣㅇᴥ	f6 m20 f11 m14 e3 f7 m20 e7 f3 m20 e20
ㅁㅣᴥㅇㅝㄴᴥㅅㅏㅇᴥㅅㅏᴥ	f6 m20 f11 m14 e3 f9 m0 e20 f9 m0
ㅁㅣᴥㅇㅠᴥ	f6 m20 f11 m17
ㅁㅣᴥㅇㅡㄴᴥㅇㅔᴥㄱㅔᴥ	f6 m20 f11 m18 e3 f11 m5 f0 m5
ㅁㅣᴥㅇㅡㅁᴥㄴㅏᴥㄹㅜᴥ	f6 m20 f11 m18 e15 f2 m0 f5 m13
ㅁㅣᴥㅇㅣㄴᴥ	f6 m20 f11 m20 e3
ㅁㅣᴥㅇㅣㄴᴥㅇㅏᴥㅍㅏᴥㅌㅡᴥ	f6 m20 f11 m20 e3 f11 m0 f17 m0 f16 m18
ㅁㅣᴥㅇㅣㄴᴥㅇㅔᴥㄱㅔᴥ	f6 m20 f11 m20 e3 f11 m5 f0 m5
ㅁㅣᴥㅈㅏᴥㅆㅣᴥㄲㅔᴥ	f6 m20 f12 m0 f10 m20 f1 m5
ㅁㅣᴥㅈㅏᴥㅇㅔᴥㄱㅔᴥ	f6 m20 f12 m0 f11 m5 f0 m5
ㅁㅣᴥㅈㅏᴥㅉㅏㅇᴥㅇㅔᴥㄱㅔᴥ	f6 m20 f12 m0 f13 m0 e20 f11 m5 f0 m5
ㅁㅣᴥㅈㅏㅇᴥ	f6 m20 f12 m0 e20
ㅁㅣᴥㅈㅓㅇᴥ	f6 m20 f12 m4 e20
ㅁㅣᴥㅈㅓㅇᴥㅇㅔᴥㄱㅔᴥ	f6 m20 f12 m4 e20 f11 m5 f0 m5
ㅁㅣᴥㅈㅓㅇᴥㅇㅣᴥㄴㅔᴥ	f6 m20 f12 m4 e20 f11 m20 f2 m5
ㅁㅣᴥㅈㅓㅇᴥㅉㅏㅇᴥㅇㅔᴥㄱㅔᴥ	f6 m20 f12 m4 e20 f13 m0 e20 f11 m5 f0 m5
ㅁㅣᴥㅈㅔㄴᴥ	f6 m20 f12 m5 e3
ㅁㅣᴥㅈㅗᴥ	f6 m20 f12 m8
ㅁㅣᴥㅈㅗᴥㅁㅕㄴᴥ	f6 m20 f12 m8 f6 m6 e3
ㅁㅣᴥㅈㅗᴥㅎㅏㅇᴥ	f6 m20 f12 m8 f18 m0 e20
ㅁㅣᴥㅈㅜᴥ	f6 m20 f12 m13
ㅁㅣᴥㅈㅜᴥㅅㅏㅇᴥㅅㅏᴥ	f6 m20 f12 m13 f9 m0 e20 f9 m0
ㅁㅣᴥㅈㅜᴥㅇㅏᴥㅍㅏᴥㅌㅡᴥ	f6 m20 f12 m13 f11 m0 f17 m0 f16 m18
ㅁㅣᴥㅈㅡᴥ	f6 m20 f12 m18
ㅁㅣᴥㅈㅡᴥㄴㅗᴥ	f6 m20 f12 m18 f2 m8
ㅁㅣᴥㅈㅡᴥㅁㅔᴥㄷㅣᴥ	f6 m20 f12 m18 f6 m5 f3 m20
ㅁㅣᴥㅈㅡᴥㅁㅔᴥㄷㅣᴥㅂㅕㅇᴥㅇㅝㄴᴥ	f6 m20 f12 m18 f6 m5 f3 m20 f7 m6 e20 f11 m14 e3
ㅁㅣᴥㅈㅡᴥㅋㅓㄴᴥㅌㅔᴥㅇㅣᴥㄴㅓᴥ	f6 m20 f12 m18 f15 m4 e3 f16 m5 f11 m20 f2 m4
ㅁㅣᴥㅈㅡᴥㅍㅏᴥㅋㅡᴥ	f6 m20 f12 m18 f17 m0 f15 m18
ㅁㅣᴥㅈㅡᴥㅍㅣᴥㅇㅏᴥ	f6 m20 f12 m18 f17 m20 f11 m0
ㅁㅣᴥㅈㅡᴥㅍㅣᴥㅇㅏᴥㅂㅕㅇᴥㅇㅝㄴᴥ	f6 m20 f12 m18 f17 m20 f11 m0 f7 m6 e20 f11 m14 e3
ㅁㅣᴥㅈㅡㄹᴥㅇㅔㅁᴥ	f6 m20 f12 m18 e7 f11 m5 e15
ㅁㅣᴥㅈㅣㄴᴥ	f6 m20 f12 m20 e3
ㅁㅣᴥㅈㅣㄴᴥㅇㅏᴥㅍㅏᴥㅌㅡᴥ	f6 m20 f12 m20 e3 f11 m0 f17 m0 f16 m18
ㅁㅣᴥㅈㅣㄴᴥㅇㅔᴥㄱㅔᴥ	f6 m20 f12 m20 e3 f11 m5 f0 m5
ㅁㅣᴥㅈㅣㄴᴥㅇㅣᴥㅇㅔᴥㄱㅔᴥ	f6 m20 f12 m20 e3 f11 m20 f11 m5 f0 m5
ㅁㅣᴥㅊㅓㄴᴥ	f6 m20 f14 m4 e3
ㅁㅣᴥㅊㅜᴥ	f6 m20 f14 m13
ㅁㅣᴥㅊㅜᴥㅎㅗㄹᴥ	f6 m20 f14 m13 f18 m8 e7
ㅁㅣᴥㅊㅜᴥㅎㅗㄹᴥㄱㅜᴥ	f6 m20 f14 m13 f18 m8 e7 f0 m13
ㅁㅣᴥㅊㅜᴥㅎㅗㄹᴥㄱㅜᴥㅇㅔᴥ	f6 m20 f14 m13 f18 m8 e7 f0 m13 f11 m5
ㅁㅣᴥㅊㅜᴥㅎㅗㄹᴥㄱㅜᴥㅊㅓㅇᴥ	f6 m20 f14 m13 f18 m8 e7 f0 m13 f14 m4 e20
ㅁㅣᴥㅊㅜᴥㅎㅗㄹᴥㄷㅐᴥㄹㅗᴥ	f6 m20 f14 m13 f18 m8 e7 f3 m1 f5 m8
ㅁㅣᴥㅊㅜᴥㅎㅗㄹᴥㅌㅏᴥㅇㅝᴥ	f6 m20 f14 m13 f18 m8 e7 f16 m0 f11 m14
ㅁㅣᴥㅊㅣᴥㄱㅘᴥ	f6 m20 f14 m20 f0 m9
ㅁㅣᴥㅋㅏᴥㄷㅗᴥ	f6 m20 f15 m0 f3 m8
ㅁㅣᴥㅋㅏᴥㅇㅔㄹᴥ	f6 m20 f15 m0 f11 m5 e7
ㅁㅣᴥㅋㅏᴥㅇㅔㄹᴥㄹㅏᴥㅇㅔᴥㄱㅔᴥ	f6 m20 f15 m0 f11 m5 e7 f5 m0 f11 m5 f0 m5
ㅁㅣᴥㅋㅔㄹᴥㄹㅏㄴᴥㅇㅢᴥ	f6 m20 f15 m5 e7 f5 m0 e3 f11 m19
